"fact_id","prov_key","waktu_key","komoditas_key","jumlah_penduduk","sum_jumlah_sakit","sum_jumlah_mati","sum_vol_mutasi","sum_realisasi_karkas","avg_harga","harga_baseline","populasi_ternak","avg_konsumsi_bulanan","avg_pemotongan_bulanan","growth_populasi","avg_permintaan_bulanan","avg_produksi_bulanan","supply_risk_index","id_prov","nama_provinsi","tahun","bulan","kuartal","nama_bulan","id_komoditas","nama_komoditas"
1309,21,49,1,5646,0,0,0,0,119137.04,129498,1308204,1345.63,9944.17,0.0045,7331.93,2054377.5,0.084451,21,"Nusa Tenggara Barat",2024,1,1,"Januari",1,"Sapi"
1333,22,49,1,5656,27,12,0,0,112887.7,98170,609414,1376.29,2859.67,0.0281,11632.3,678087.5,0.133905,22,"Nusa Tenggara Timur",2024,1,1,"Januari",1,"Sapi"
505,22,49,2,5656,0,0,97,382.69,31692.37,29340,16668081,5472.18,115263.58,0.0281,46250.33,1692330.29,0.119217,22,"Nusa Tenggara Timur",2024,1,1,"Januari",2,"Ayam"
1357,23,49,1,1060,0,0,0,0,104531.84,102931,37874,208.58,9138.33,-1e-04,9357.62,1996225,0.104644,23,"Papua",2024,1,1,"Januari",1,"Sapi"
529,23,49,2,1060,0,0,196,0,21539.6,34731,4603886,724.74,203338.25,-1e-04,32513.77,467438.02,0.023734,23,"Papua",2024,1,1,"Januari",2,"Ayam"
1381,24,49,1,578,0,0,0,123.02,104813.05,125593,18551,127.8,19907.58,-0.0027,7344.62,4967565.83,0.066396,24,"Papua Barat",2024,1,1,"Januari",1,"Sapi"
553,24,49,2,578,0,0,0,0,20801.84,32021,432433,476.46,236987.25,-0.0027,27382.97,43905.48,0.027322,24,"Papua Barat",2024,1,1,"Januari",2,"Ayam"
1405,25,49,1,627,0,0,148,0,105352.02,105897,29494,137.44,18804.25,-0.0031,4049.98,3775835.83,0.116243,25,"Papua Barat Daya",2024,1,1,"Januari",1,"Sapi"
596,27,49,2,542,0,0,72,0,21071.37,34078,479845,530.35,44166.67,-0.0199,6076.64,48719.23,0.025886,27,"Papua Selatan",2024,1,1,"Januari",2,"Ayam"
603,28,49,2,1472,30,16,0,0,21071.37,23292,1626966,1720.84,171875.08,0.019,1896.07,165187.84,0.081595,28,"Papua Tengah",2024,1,1,"Januari",2,"Ayam"
1433,28,49,1,1472,0,0,296,0,105352.02,95681,21529,352.27,12372.5,0.019,388.14,2661787.5,0.45605,28,"Papua Tengah",2024,1,1,"Januari",1,"Sapi"
1444,29,49,1,6728,0,0,0,0,106298.93,97564,202295,1895.08,14523.08,0.0167,1267.12,3339406.67,0.120277,29,"Riau",2024,1,1,"Januari",1,"Sapi"
613,29,49,2,6728,0,0,107,0,20591.62,23507,87507628,5012.43,278621.67,0.0167,3351.49,8884754.48,0.089106,29,"Riau",2024,1,1,"Januari",2,"Ayam"
637,30,49,2,1503,0,0,0,280.75,21134.7,34218,5326000,1152.45,16152,0.0192,10041.78,540755.17,0.020564,30,"Sulawesi Barat",2024,1,1,"Januari",2,"Ayam"
1468,30,49,1,1503,0,0,0,0,105055.82,122758,81827,190.41,16406.92,0.0192,1659.08,4188195.83,0.070886,30,"Sulawesi Barat",2024,1,1,"Januari",1,"Sapi"
1492,31,49,1,9463,28,1,0,0,105354.96,117548,821180,2728.61,17048.5,0.0337,7500.57,4720681.67,0.079918,31,"Sulawesi Selatan",2024,1,1,"Januari",1,"Sapi"
661,31,49,2,9463,0,0,0,0,21047.17,32270,100452989,9873.48,208073.25,0.0337,27140.78,10199112.53,0.027869,31,"Sulawesi Selatan",2024,1,1,"Januari",2,"Ayam"
685,32,49,2,3121,0,0,0,0,21302.09,29894,9616420,2567.68,79996.5,0.0202,9313.54,976366.7,0.040625,32,"Sulawesi Tengah",2024,1,1,"Januari",2,"Ayam"
1516,32,49,1,3121,0,0,0,0,106109.45,111602,213738,621.76,4838.33,0.0202,2255.25,970971.67,0.090958,32,"Sulawesi Tengah",2024,1,1,"Januari",1,"Sapi"
709,33,49,2,2793,0,0,111,0,20912.24,30444,8654941,2956.03,79521,0.0134,16564.44,878746.52,0.038128,33,"Sulawesi Tenggara",2024,1,1,"Januari",2,"Ayam"
1540,33,49,1,2793,0,0,0,34.32,102923.21,124371,260273,786.72,15684.5,0.0134,4408.49,3914256.67,0.064918,33,"Sulawesi Tenggara",2024,1,1,"Januari",1,"Sapi"
1564,34,49,1,2701,0,0,0,0,107147.27,107800,60345,459.31,24590.08,-0.0153,6515.93,5444211.67,0.100079,34,"Sulawesi Utara",2024,1,1,"Januari",1,"Sapi"
733,34,49,2,2701,0,0,56,0,20851.73,24498,12180363,2686.04,226971.92,-0.0153,38105.41,1236686.91,0.070549,34,"Sulawesi Utara",2024,1,1,"Januari",2,"Ayam"
1588,35,49,1,5836,0,0,116,0,106006.66,96112,396180,1254.78,2651.08,0.0325,3266.22,556173.33,0.138636,35,"Sumatera Barat",2024,1,1,"Januari",1,"Sapi"
757,35,49,2,5836,0,0,0,0,20864.42,27745,54491959,3939.43,237584.75,0.0325,10254.41,5532634.03,0.048955,35,"Sumatera Barat",2024,1,1,"Januari",2,"Ayam"
781,36,49,2,8837,0,0,0,0,20970.96,20951,112189664,7298.14,214016.17,0.0034,7162.97,11390751.23,0.101559,36,"Sumatera Selatan",2024,1,1,"Januari",2,"Ayam"
1612,36,49,1,8837,0,0,0,39.38,105549.27,121827,280054,1826.38,22340.5,0.0034,1792.55,6255045.83,0.073124,36,"Sumatera Selatan",2024,1,1,"Januari",1,"Sapi"
805,37,49,2,15588,0,0,0,0,20928.14,27846,165399652,19355.72,254820.58,-0.0103,47388.97,16793225.16,0.048862,37,"Sumatera Utara",2024,1,1,"Januari",2,"Ayam"
1636,37,49,1,15588,0,0,0,0,103608.47,110153,735981,2896.86,23544.17,-0.0103,7092.44,5859215,0.088803,37,"Sumatera Utara",2024,1,1,"Januari",1,"Sapi"
2,1,50,2,5554,0,0,60,0,21108.74,28021,36541907,5758.48,184336.08,0.03,46353.04,3710143.64,0.049798,1,"Aceh",2024,2,1,"Februari",2,"Ayam"
830,1,50,1,5554,33,5,0,0,105406.81,125005,461487,759.16,4022.08,0.03,6110.85,1086695,0.069345,1,"Aceh",2024,2,1,"Februari",1,"Sapi"
26,2,50,2,4433,0,0,0,0,21139.42,31448,78212517,4326.16,125226.58,-0.0153,14381.44,7941010.71,0.032091,2,"Bali",2024,2,1,"Februari",2,"Ayam"
854,2,50,1,4433,0,0,0,0,105319.84,102707,396717,1023.35,24243,-0.0153,3401.93,6737415.83,0.106734,2,"Bali",2024,2,1,"Februari",1,"Sapi"
878,3,50,1,12431,0,0,0,230.97,141684.13,119730,21925,2652.03,12438.17,-0.0114,5993.1,3696387.5,0.140104,3,"Banten",2024,2,1,"Februari",1,"Sapi"
50,3,50,2,12431,0,0,0,195.12,39914.29,31170,189119394,11012.15,205372.58,-0.0114,24885.4,19201519.03,0.160638,3,"Banten",2024,2,1,"Februari",2,"Ayam"
74,4,50,2,2112,0,0,0,121.91,21010.55,24147,10898392,1781.29,294562.83,-0.0034,15558.47,1106526.81,0.073911,4,"Bengkulu",2024,2,1,"Februari",2,"Ayam"
902,4,50,1,2112,0,0,0,86.72,104033.03,125005,111626,390.76,15398.17,-0.0034,3413.02,4361728.33,0.065907,4,"Bengkulu",2024,2,1,"Februari",1,"Sapi"
98,5,50,2,3759,0,0,0,0,21006.43,27736,55132945,2982.54,50248.25,0.0331,9460.06,5597714.09,0.050088,5,"DI Yogyakarta",2024,2,1,"Februari",2,"Ayam"
926,5,50,1,3759,0,0,135,0,105051.53,119143,285797,902.28,19143.83,0.0331,2861.87,5626474.17,0.096984,5,"DI Yogyakarta",2024,2,1,"Februari",1,"Sapi"
122,6,50,2,10684,21,18,0,0,39071.43,36674,831895,8084.91,52161.25,-0.0192,29018.33,10156.11,0.115807,6,"DKI Jakarta",2024,2,1,"Februari",2,"Ayam"
950,6,50,1,10684,0,0,60,0,161797.62,109127,2684,2493.14,8721.25,-0.0192,8948.38,1843202.5,0.206278,6,"DKI Jakarta",2024,2,1,"Februari",1,"Sapi"
146,7,50,2,1227,0,0,0,0,20892.82,32446,6731168,958.71,70711.17,0.0318,7652.85,683423.56,0.026116,7,"Gorontalo",2024,2,1,"Februari",2,"Ayam"
974,7,50,1,1227,0,0,0,203.79,104638.22,105074,158436,213.84,13449.25,0.0318,1706.99,3475329.17,0.100482,7,"Gorontalo",2024,2,1,"Februari",1,"Sapi"
170,8,50,2,3724,0,0,0,168.98,20863.07,26371,48081284,3472.91,73671.92,0.0204,12613.36,4881750.5,0.057223,8,"Jambi",2024,2,1,"Februari",2,"Ayam"
998,8,50,1,3724,0,0,0,0,105996.93,127727,112906,943.49,4729.83,0.0204,3426.69,1411351.67,0.065408,8,"Jambi",2024,2,1,"Februari",1,"Sapi"
194,9,50,2,50345,4,11,120,40.39,38574.6,27692,716619015,34612.33,224430.75,-0.0152,15781.12,72759188.58,0.187724,9,"Jawa Barat",2024,2,1,"Februari",2,"Ayam"
1022,9,50,1,50345,0,0,38,56.85,158368.25,94484,309752,13593.2,7806.92,-0.0152,6197.67,2122480,0.246912,9,"Jawa Barat",2024,2,1,"Februari",1,"Sapi"
1046,10,50,1,37892,39,16,0,99.25,140091.27,92583,1284673,10041.46,6098.17,0.0281,6690.21,1659267.5,0.21037,10,"Jawa Tengah",2024,2,1,"Februari",1,"Sapi"
218,10,50,2,37892,0,0,0,0,40286.51,30123,634673943,39155.38,96411.25,0.0281,24787.56,64439207.01,0.172654,10,"Jawa Tengah",2024,2,1,"Februari",2,"Ayam"
242,11,50,2,41814,0,0,0,0,32032.54,29663,426320073,52128.74,62828.67,0.034,29495.37,43284788.56,0.118238,11,"Jawa Timur",2024,2,1,"Februari",2,"Ayam"
1070,11,50,1,41814,0,0,0,0,136575.4,124770,3617392,7491.76,6256.33,0.034,4238.97,1647340.83,0.121352,11,"Jawa Timur",2024,2,1,"Februari",1,"Sapi"
1094,12,50,1,5695,0,0,0,0,105349.13,105802,100042,1048.92,7390.67,0.0132,4929.01,1754028.33,0.100454,12,"Kalimantan Barat",2024,2,1,"Februari",1,"Sapi"
266,12,50,2,5695,0,0,63,0,20723.87,23396,58018198,4020.07,205035.33,0.0132,18890.82,5890657.23,0.078681,12,"Kalimantan Barat",2024,2,1,"Februari",2,"Ayam"
1118,13,50,1,4273,0,0,0,0,103628.81,128521,112376,1160.94,3739.25,0.0145,5952.55,1002160,0.060431,13,"Kalimantan Selatan",2024,2,1,"Februari",1,"Sapi"
290,13,50,2,4273,0,0,121,0,20806.95,25962,94880597,4793.33,143371.67,0.0145,24577.09,9633340.89,0.061552,13,"Kalimantan Selatan",2024,2,1,"Februari",2,"Ayam"
314,14,50,2,2809,0,0,0,0,21053.14,21140,33015669,2868.24,213309.5,-0.0166,31335.7,3352120.45,0.10049,14,"Kalimantan Tengah",2024,2,1,"Februari",2,"Ayam"
1142,14,50,1,2809,0,0,0,0,103368.24,118716,73142,419.11,15350.08,-0.0166,4578.85,4112917.5,0.07404,14,"Kalimantan Tengah",2024,2,1,"Februari",1,"Sapi"
338,15,50,2,4045,0,0,0,0,20971.24,38929,60582142,3074.88,24328.17,-0.0051,32602.52,6150977.54,0.003882,15,"Kalimantan Timur",2024,2,1,"Februari",2,"Ayam"
1166,15,50,1,4045,0,0,68,0,106908.29,111458,71949,1089.02,2466,-0.0051,11546.73,644951.67,0.095306,15,"Kalimantan Timur",2024,2,1,"Februari",1,"Sapi"
362,16,50,2,739,9,16,0,55.92,20787.79,39559,4968048,625.75,107934.42,0.0094,28782.59,504411.91,0.001158,16,"Kalimantan Utara",2024,2,1,"Februari",2,"Ayam"
1190,16,50,1,739,0,0,114,0,106877.75,91746,18701,143.64,13793.75,0.0094,6607.24,3215653.33,0.143751,16,"Kalimantan Utara",2024,2,1,"Februari",1,"Sapi"
386,17,50,2,2183,0,0,0,145.19,21196.13,30851,18270546,2105.07,81219.33,-0.0063,21925.56,1855031.25,0.035228,17,"Kepulauan Riau",2024,2,1,"Februari",2,"Ayam"
1214,17,50,1,2183,0,0,0,0,106067.01,125141,16076,400.27,970,-0.0063,4169.08,200734.17,0.06915,17,"Kepulauan Riau",2024,2,1,"Februari",1,"Sapi"
1238,18,50,1,9419,0,0,0,0,105092.98,98149,878393,2072.31,5242,-0.0111,7083.66,1209650,0.116308,18,"Lampung",2024,2,1,"Februari",1,"Sapi"
410,18,50,2,9419,0,0,368,0,21165.94,35358,88469108,7865.37,56955.17,-0.0111,26885.7,8982374.66,0.022525,18,"Lampung",2024,2,1,"Februari",2,"Ayam"
434,19,50,2,1945,0,0,228,0,21095.27,20860,801640,1879.13,135727.75,0.0366,2711.2,81391.47,0.140499,19,"Maluku",2024,2,1,"Februari",2,"Ayam"
1262,19,50,1,1945,0,0,114,0,104851.26,96769,71137,423.17,12734,0.0366,610.55,2657964.17,0.20062,19,"Maluku",2024,2,1,"Februari",1,"Sapi"
1286,20,50,1,1355,0,0,0,0,104120,122722,44366,349.07,11163.17,0.0372,3171.58,3006056.67,0.069328,20,"Maluku Utara",2024,2,1,"Februari",1,"Sapi"
458,20,50,2,1355,0,0,0,261.17,20874.84,24560,112539,1226.82,88533.67,0.0372,11146.72,11426.24,0.069652,20,"Maluku Utara",2024,2,1,"Februari",2,"Ayam"
482,21,50,2,5646,0,0,0,0,27310.74,24927,40067329,4700.3,28304.08,0.0045,25610.48,4068084.03,0.121565,21,"Nusa Tenggara Barat",2024,2,1,"Februari",2,"Ayam"
1310,21,50,1,5646,0,0,0,0,118793.01,129498,1308204,1345.63,9944.17,0.0045,7331.93,2054377.5,0.08389,21,"Nusa Tenggara Barat",2024,2,1,"Februari",1,"Sapi"
506,22,50,2,5656,0,0,0,0,32984.56,29340,16668081,5472.18,115263.58,0.0281,46250.33,1692330.29,0.127606,22,"Nusa Tenggara Timur",2024,2,1,"Februari",2,"Ayam"
1334,22,50,1,5656,6,20,0,0,112751.73,98170,609414,1376.29,2859.67,0.0281,11632.3,678087.5,0.133323,22,"Nusa Tenggara Timur",2024,2,1,"Februari",1,"Sapi"
1358,23,50,1,1060,0,0,0,271.57,104749.63,102931,37874,208.58,9138.33,-1e-04,9357.62,1996225,0.105092,23,"Papua",2024,2,1,"Februari",1,"Sapi"
530,23,50,2,1060,0,0,0,0,20712.71,34731,4603886,724.74,203338.25,-1e-04,32513.77,467438.02,0.016068,23,"Papua",2024,2,1,"Februari",2,"Ayam"
1382,24,50,1,578,0,0,0,0,104733.47,125593,18551,127.8,19907.58,-0.0027,7344.62,4967565.83,0.066262,24,"Papua Barat",2024,2,1,"Februari",1,"Sapi"
554,24,50,2,578,0,0,0,0,20898.04,32021,432433,476.46,236987.25,-0.0027,27382.97,43905.48,0.027957,24,"Papua Barat",2024,2,1,"Februari",2,"Ayam"
1406,25,50,1,627,0,0,14,241.76,105352.02,105897,29494,137.44,18804.25,-0.0031,4049.98,3775835.83,0.101781,25,"Papua Barat Daya",2024,2,1,"Februari",1,"Sapi"
1415,26,50,1,1467,0,0,119,0,105352.02,97601,4543,243.28,18388,0.0181,7544.36,5430763.33,0.125034,26,"Papua Pegunungan",2024,2,1,"Februari",1,"Sapi"
1445,29,50,1,6728,0,0,0,0,104513.42,97564,202295,1895.08,14523.08,0.0167,1267.12,3339406.67,0.116409,29,"Riau",2024,2,1,"Februari",1,"Sapi"
614,29,50,2,6728,0,0,0,0,21115.86,23507,87507628,5012.43,278621.67,0.0167,3351.49,8884754.48,0.079864,29,"Riau",2024,2,1,"Februari",2,"Ayam"
1469,30,50,1,1503,0,0,162,0,104212.06,122758,81827,190.41,16406.92,0.0192,1659.08,4188195.83,0.112114,30,"Sulawesi Barat",2024,2,1,"Februari",1,"Sapi"
638,30,50,2,1503,0,0,0,0,20848.64,34218,5326000,1152.45,16152,0.0192,10041.78,540755.17,0.018797,30,"Sulawesi Barat",2024,2,1,"Februari",2,"Ayam"
662,31,50,2,9463,0,0,0,0,20081.7,32270,100452989,9873.48,208073.25,0.0337,27140.78,10199112.53,0.021547,31,"Sulawesi Selatan",2024,2,1,"Februari",2,"Ayam"
1493,31,50,1,9463,0,0,0,0,105174.11,117548,821180,2728.61,17048.5,0.0337,7500.57,4720681.67,0.079114,31,"Sulawesi Selatan",2024,2,1,"Februari",1,"Sapi"
1517,32,50,1,3121,0,0,0,0,105149.52,111602,213738,621.76,4838.33,0.0202,2255.25,970971.67,0.089141,32,"Sulawesi Tengah",2024,2,1,"Februari",1,"Sapi"
686,32,50,2,3121,0,0,0,0,20992.58,29894,9616420,2567.68,79996.5,0.0202,9313.54,976366.7,0.038437,32,"Sulawesi Tengah",2024,2,1,"Februari",2,"Ayam"
1541,33,50,1,2793,0,0,0,0,104828.7,124371,260273,786.72,15684.5,0.0134,4408.49,3914256.67,0.068155,33,"Sulawesi Tenggara",2024,2,1,"Februari",1,"Sapi"
710,33,50,2,2793,0,0,0,0,21102.41,30444,8654941,2956.03,79521,0.0134,16564.44,878746.52,0.036519,33,"Sulawesi Tenggara",2024,2,1,"Februari",2,"Ayam"
734,34,50,2,2701,0,0,0,0,20721.93,24498,12180363,2686.04,226971.92,-0.0153,38105.41,1236686.91,0.068787,34,"Sulawesi Utara",2024,2,1,"Februari",2,"Ayam"
1565,34,50,1,2701,0,0,0,0,105483,107800,60345,459.31,24590.08,-0.0153,6515.93,5444211.67,0.096816,34,"Sulawesi Utara",2024,2,1,"Februari",1,"Sapi"
758,35,50,2,5836,0,0,108,0,20598.48,27745,54491959,3939.43,237584.75,0.0325,10254.41,5532634.03,0.051533,35,"Sumatera Barat",2024,2,1,"Februari",2,"Ayam"
1589,35,50,1,5836,0,0,0,0,104807.43,96112,396180,1254.78,2651.08,0.0325,3266.22,556173.33,0.120476,35,"Sumatera Barat",2024,2,1,"Februari",1,"Sapi"
1613,36,50,1,8837,0,0,0,0,105691.44,121827,280054,1826.38,22340.5,0.0034,1792.55,6255045.83,0.073371,36,"Sumatera Selatan",2024,2,1,"Februari",1,"Sapi"
782,36,50,2,8837,0,0,0,0,20849.23,20951,112189664,7298.14,214016.17,0.0034,7162.97,11390751.23,0.100332,36,"Sumatera Selatan",2024,2,1,"Februari",2,"Ayam"
1637,37,50,1,15588,31,11,0,205.51,105042.78,110153,735981,2896.86,23544.17,-0.0103,7092.44,5859215,0.092329,37,"Sumatera Utara",2024,2,1,"Februari",1,"Sapi"
806,37,50,2,15588,4,1,0,166.49,21002.03,27846,165399652,19355.72,254820.58,-0.0103,47388.97,16793225.16,0.049423,37,"Sumatera Utara",2024,2,1,"Februari",2,"Ayam"
831,1,51,1,5554,14,0,0,0,105366.29,125005,461487,759.16,4022.08,0.03,6110.85,1086695,0.068572,1,"Aceh",2024,3,1,"Maret",1,"Sapi"
3,1,51,2,5554,25,5,0,0,21240.77,28021,36541907,5758.48,184336.08,0.03,46353.04,3710143.64,0.050239,1,"Aceh",2024,3,1,"Maret",2,"Ayam"
855,2,51,1,4433,0,0,0,0,105461.82,102707,396717,1023.35,24243,-0.0153,3401.93,6737415.83,0.107026,2,"Bali",2024,3,1,"Maret",1,"Sapi"
27,2,51,2,4433,39,20,0,0,21510.96,31448,78212517,4326.16,125226.58,-0.0153,14381.44,7941010.71,0.034598,2,"Bali",2024,3,1,"Maret",2,"Ayam"
51,3,51,2,12431,0,0,0,0,41372.22,31170,189119394,11012.15,205372.58,-0.0114,24885.4,19201519.03,0.170521,3,"Banten",2024,3,1,"Maret",2,"Ayam"
879,3,51,1,12431,0,0,0,0,142662.7,119730,21925,2652.03,12438.17,-0.0114,5993.1,3696387.5,0.141832,3,"Banten",2024,3,1,"Maret",1,"Sapi"
